filename,width,height,class,xmin,ymin,xmax,ymax
WIN_20250111_13_13_40_Pro_mp4-0024_jpg.rf.6155ff67cc99e06ab9065f1b2509c9fc.jpg,640,640,person,116,64,488,639
Movie-on-11-01-25-at-1_21-PM_mov-0021_jpg.rf.5e9d10b0b80e896c3c30aebdcb799441.jpg,640,640,person,164,0,510,639
WIN_20250111_13_26_30_Pro_mp4-0028_jpg.rf.617477dd5cde21ad0119fccf7a900661.jpg,640,640,person,147,189,545,639
WIN_20250111_13_23_33_Pro_mp4-0021_jpg.rf.61eb586ff0bd5186799064371f453a31.jpg,640,640,ipad,59,187,211,421
WIN_20250111_13_23_33_Pro_mp4-0021_jpg.rf.61eb586ff0bd5186799064371f453a31.jpg,640,640,pen,475,233,482,266
WIN_20250111_13_23_33_Pro_mp4-0021_jpg.rf.61eb586ff0bd5186799064371f453a31.jpg,640,640,person,137,92,601,638
WIN_20250111_13_17_39_Pro_mp4-0025_jpg.rf.61db1686964901e688be855945d3a624.jpg,640,640,person,465,84,485,129
WIN_20250111_13_17_39_Pro_mp4-0025_jpg.rf.61db1686964901e688be855945d3a624.jpg,640,640,person,442,78,464,134
WIN_20250111_13_09_45_Pro_mp4-0012_jpg.rf.6228c57394661ed37b8e0679213d7a33.jpg,640,640,ipad,59,186,211,420
WIN_20250111_13_09_45_Pro_mp4-0012_jpg.rf.6228c57394661ed37b8e0679213d7a33.jpg,640,640,person,131,89,514,638
WIN_20250111_13_16_49_Pro_mp4-0020_jpg.rf.605b329c888f6781cbd620d60f2cd1e0.jpg,640,640,person,169,159,536,639
talking_mov-0014_jpg.rf.62345953d91c40da27de1d98984118e0.jpg,640,640,phone,418,27,547,156
talking_mov-0014_jpg.rf.62345953d91c40da27de1d98984118e0.jpg,640,640,person,155,177,617,639
talking_mov-0014_jpg.rf.62345953d91c40da27de1d98984118e0.jpg,640,640,person,95,130,133,209
Movie-on-11-01-25-at-1_33-PM_mov-0014_jpg.rf.60e5239fa565a69029201822e1bd1951.jpg,640,640,ipad,403,0,528,47
Movie-on-11-01-25-at-1_33-PM_mov-0014_jpg.rf.60e5239fa565a69029201822e1bd1951.jpg,640,640,person,2,63,616,639
Movie-on-11-01-25-at-1_33-PM_mov-0014_jpg.rf.60e5239fa565a69029201822e1bd1951.jpg,640,640,person,41,0,87,72
book_mov-0003_jpg.rf.6199c4ed1bd20c745130830761ba0f87.jpg,640,640,book,143,380,631,639
up_mov-0019_jpg.rf.62575b5d1c3eab6c60f545d116d942be.jpg,640,640,phone,398,34,521,158
up_mov-0019_jpg.rf.62575b5d1c3eab6c60f545d116d942be.jpg,640,640,person,134,160,583,640
up_mov-0019_jpg.rf.62575b5d1c3eab6c60f545d116d942be.jpg,640,640,person,67,107,108,189
up_mov-0019_jpg.rf.62575b5d1c3eab6c60f545d116d942be.jpg,640,640,person,3,223,34,278
WIN_20250111_13_29_37_Pro_mp4-0013_jpg.rf.5f1f253e05f32e05136105849ec1127f.jpg,640,640,phone,316,535,366,638
WIN_20250111_13_29_37_Pro_mp4-0013_jpg.rf.5f1f253e05f32e05136105849ec1127f.jpg,640,640,person,205,135,569,639
WIN_20250111_13_10_52_Pro-1-_mp4-0010_jpg.rf.5efb0f20b68e222c86ced63958b7d58a.jpg,640,640,person,165,174,505,639
WIN_20250111_13_03_15_Pro_mp4-0012_jpg.rf.5ef7d107a726c6bdd09c40e1be8282b7.jpg,640,640,person,178,131,502,639
left_mov-0020_jpg.rf.6116684d921d5d7da54821c17e1063c7.jpg,640,640,ipad,401,6,527,135
left_mov-0020_jpg.rf.6116684d921d5d7da54821c17e1063c7.jpg,640,640,person,122,138,581,639
left_mov-0020_jpg.rf.6116684d921d5d7da54821c17e1063c7.jpg,640,640,person,7,210,37,267
WIN_20250111_13_03_57_Pro_mp4-0003_jpg.rf.6268aac2932118b780be06eb3131a264.jpg,640,640,person,177,142,510,639
WIN_20250111_13_09_07_Pro_mp4-0012_jpg.rf.5e9e01d3c0b75aa6396f86ebf339f74c.jpg,640,640,ipad,60,187,212,421
WIN_20250111_13_09_07_Pro_mp4-0012_jpg.rf.5e9e01d3c0b75aa6396f86ebf339f74c.jpg,640,640,bottle,293,99,454,314
WIN_20250111_13_09_07_Pro_mp4-0012_jpg.rf.5e9e01d3c0b75aa6396f86ebf339f74c.jpg,640,640,person,117,116,590,638
WIN_20250111_13_23_33_Pro_mp4-0019_jpg.rf.5f21f588ab73ca1c63359b8e362f9446.jpg,640,640,ipad,59,187,211,421
WIN_20250111_13_23_33_Pro_mp4-0019_jpg.rf.5f21f588ab73ca1c63359b8e362f9446.jpg,640,640,pen,475,233,482,266
WIN_20250111_13_23_33_Pro_mp4-0019_jpg.rf.5f21f588ab73ca1c63359b8e362f9446.jpg,640,640,person,137,91,558,638
WIN_20250111_13_01_19_Pro_mp4-0014_jpg.rf.62a2aaf80106c126fdbf564e63f57091.jpg,640,640,person,163,37,587,639
Movie-on-11-01-25-at-1_33-PM_mov-0020_jpg.rf.62dd927af45f1f6524bfd99ecef655e2.jpg,640,640,person,45,1,620,639
WIN_20250111_13_01_19_Pro_mp4-0001_jpg.rf.60a821321450360b22c28d8fd4231416.jpg,640,640,person,142,45,567,639
WIN_20250111_13_22_25_Pro_mp4-0018_jpg.rf.62e78a2254e2b7bb8768cdbf39fb0558.jpg,640,640,person,187,221,476,639
WIN_20250111_13_05_32_Pro_mp4-0006_jpg.rf.5fba2055df9fa6641df7c4a40b052d1c.jpg,640,640,ipad,439,482,513,551
WIN_20250111_13_05_32_Pro_mp4-0006_jpg.rf.5fba2055df9fa6641df7c4a40b052d1c.jpg,640,640,bottle,407,493,432,524
WIN_20250111_13_05_32_Pro_mp4-0006_jpg.rf.5fba2055df9fa6641df7c4a40b052d1c.jpg,640,640,person,187,274,488,639
WIN_20250111_13_05_32_Pro_mp4-0006_jpg.rf.5fba2055df9fa6641df7c4a40b052d1c.jpg,640,640,person,403,365,477,552
WIN_20250111_13_23_33_Pro_mp4-0009_jpg.rf.63753df9b25dcbf8312370e266c9b3af.jpg,640,640,ipad,59,187,210,421
WIN_20250111_13_23_33_Pro_mp4-0009_jpg.rf.63753df9b25dcbf8312370e266c9b3af.jpg,640,640,person,127,102,571,639
WIN_20250111_13_10_52_Pro_mp4-0020_jpg.rf.630c66dd2d26068e7d5987f627eea16d.jpg,640,640,book,59,187,211,421
WIN_20250111_13_10_52_Pro_mp4-0020_jpg.rf.630c66dd2d26068e7d5987f627eea16d.jpg,640,640,person,119,87,533,638
WIN_20250111_12_57_50_Pro_mp4-0007_jpg.rf.63398140f06959ad263bab58990b3f76.jpg,640,640,book,532,0,621,171
WIN_20250111_12_57_50_Pro_mp4-0007_jpg.rf.63398140f06959ad263bab58990b3f76.jpg,640,640,person,146,66,553,638
WIN_20250111_12_57_50_Pro_mp4-0026_jpg.rf.5f76eb5b4eef113040de235a73ebea19.jpg,640,640,person,137,66,545,638
WIN_20250111_12_57_50_Pro_mp4-0026_jpg.rf.5f76eb5b4eef113040de235a73ebea19.jpg,640,640,pen,0,30,44,142
WIN_20250111_13_13_04_Pro_mp4-0013_jpg.rf.63dc3bfe4a40a5fcef7f3c968d394028.jpg,640,640,person,0,32,640,639
talking_mov-0027_jpg.rf.5eeaffd517e3f4aa0e9b4698cb5a1e12.jpg,640,640,phone,408,0,538,98
talking_mov-0027_jpg.rf.5eeaffd517e3f4aa0e9b4698cb5a1e12.jpg,640,640,person,130,136,625,639
talking_mov-0027_jpg.rf.5eeaffd517e3f4aa0e9b4698cb5a1e12.jpg,640,640,person,8,185,40,243
talking_mov-0027_jpg.rf.5eeaffd517e3f4aa0e9b4698cb5a1e12.jpg,640,640,person,71,64,114,147
WIN_20250111_13_03_57_Pro_mp4-0040_jpg.rf.6126943b2d1e7495f7795a8f7aadc9cb.jpg,640,640,person,177,131,509,638
Movie-on-11-01-25-at-1_29-PM_mov-0008_jpg.rf.63cf671225731d45de7c861f453d2f38.jpg,640,640,person,117,110,568,639
WIN_20250111_13_29_37_Pro_mp4-0021_jpg.rf.64a3a2ef050c1ad4f0152da61328a7b9.jpg,640,640,person,203,166,487,639
hand-on-face_mov-0013_jpg.rf.6420a0517e95f5f95f3058a151512f25.jpg,640,640,person,58,52,102,136
hand-on-face_mov-0013_jpg.rf.6420a0517e95f5f95f3058a151512f25.jpg,640,640,person,0,170,23,228
hand-on-face_mov-0013_jpg.rf.6420a0517e95f5f95f3058a151512f25.jpg,640,640,person,88,90,601,639
WIN_20250111_13_09_45_Pro_mp4-0032_jpg.rf.6365d8af8bf366254873443ba43fb2ba.jpg,640,640,ipad,58,187,210,421
WIN_20250111_13_09_45_Pro_mp4-0032_jpg.rf.6365d8af8bf366254873443ba43fb2ba.jpg,640,640,person,111,68,534,638
front_mov-0018_jpg.rf.64bdee46a9ba8508048fa5e3d8775445.jpg,640,640,phone,399,19,525,145
front_mov-0018_jpg.rf.64bdee46a9ba8508048fa5e3d8775445.jpg,640,640,person,129,133,584,639
front_mov-0018_jpg.rf.64bdee46a9ba8508048fa5e3d8775445.jpg,640,640,person,66,103,113,187
front_mov-0018_jpg.rf.64bdee46a9ba8508048fa5e3d8775445.jpg,640,640,person,1,221,32,278
WIN_20250111_13_18_09_Pro_mp4-0019_jpg.rf.640454806a70c244cb874d3bc6a8ddff.jpg,640,640,ipad,59,187,210,421
WIN_20250111_13_18_09_Pro_mp4-0019_jpg.rf.640454806a70c244cb874d3bc6a8ddff.jpg,640,640,pen,475,233,482,266
WIN_20250111_13_18_09_Pro_mp4-0019_jpg.rf.640454806a70c244cb874d3bc6a8ddff.jpg,640,640,person,128,86,553,639
WIN_20250111_13_03_15_Pro_mp4-0014_jpg.rf.64274116c6bb49a7f1d82cd767aad83a.jpg,640,640,person,176,128,498,638
WIN_20250111_13_03_57_Pro_mp4-0035_jpg.rf.63d4d0c44c1376ffaba5c850713e723e.jpg,640,640,person,177,129,509,638
WIN_20250111_13_32_55_Pro_mp4-0004_jpg.rf.64897710e776efdd0c075d5cf51fe467.jpg,640,640,person,233,229,505,639
WIN_20250111_13_26_06_Pro_mp4-0018_jpg.rf.63fed0fbdae1d5c083dcad7acfdaf563.jpg,640,640,book,59,187,209,421
WIN_20250111_13_26_06_Pro_mp4-0018_jpg.rf.63fed0fbdae1d5c083dcad7acfdaf563.jpg,640,640,person,88,103,536,638
down_mov-0019_jpg.rf.64b44287158b14612b3740e515779d7a.jpg,640,640,person,116,110,595,639
down_mov-0019_jpg.rf.64b44287158b14612b3740e515779d7a.jpg,640,640,person,57,70,101,156
down_mov-0019_jpg.rf.64b44287158b14612b3740e515779d7a.jpg,640,640,person,0,190,22,249
hair_mov-0002_jpg.rf.64cbb8f9fb8f86bf97a6007f075feb75.jpg,640,640,person,68,66,108,151
hair_mov-0002_jpg.rf.64cbb8f9fb8f86bf97a6007f075feb75.jpg,640,640,person,5,185,35,243
hair_mov-0002_jpg.rf.64cbb8f9fb8f86bf97a6007f075feb75.jpg,640,640,person,6,105,607,639
WIN_20250111_13_32_53_Pro_mp4-0011_jpg.rf.639b0d6b3d1eb566e73ccfae87683a05.jpg,640,640,book,59,187,199,421
WIN_20250111_13_32_53_Pro_mp4-0011_jpg.rf.639b0d6b3d1eb566e73ccfae87683a05.jpg,640,640,person,92,80,546,638
Movie-on-11-01-25-at-1_29-PM_mov-0026_jpg.rf.65bb3ad5a9e7249b7bf5e874510bf7b1.jpg,640,640,person,107,115,563,639
down_mov-0030_jpg.rf.657ca71fe8306525b7f42b8934060c36.jpg,640,640,book,394,0,522,117
down_mov-0030_jpg.rf.657ca71fe8306525b7f42b8934060c36.jpg,640,640,person,118,105,595,639
down_mov-0030_jpg.rf.657ca71fe8306525b7f42b8934060c36.jpg,640,640,person,57,74,100,161
down_mov-0030_jpg.rf.657ca71fe8306525b7f42b8934060c36.jpg,640,640,person,0,195,24,253
bottle_mov-0000_jpg.rf.65a0a9a399fcd78a8a3e862530992fd6.jpg,640,640,person,115,153,565,639
WIN_20250111_13_08_00_Pro_mp4-0012_jpg.rf.64e2e2fa883e99be0e9073568fabfd7a.jpg,640,640,person,156,155,552,639

WIN_20250111_13_31_14_Pro_mp4-0019_jpg.rf.65db0f66899e85561c17fec4e2ab6c06.jpg,640,640,person,225,224,508,639
Movie-on-11-01-25-at-1_20-PM_mov-0023_jpg.rf.63e7c16561490361796ea7f6714bd42a.jpg,640,640,person,34,56,625,639
Movie-on-11-01-25-at-1_20-PM_mov-0023_jpg.rf.63e7c16561490361796ea7f6714bd42a.jpg,640,640,person,67,10,114,98
Movie-on-11-01-25-at-1_20-PM_mov-0023_jpg.rf.63e7c16561490361796ea7f6714bd42a.jpg,640,640,person,4,134,34,193
talking_mov-0002_jpg.rf.65ed643ed30f440233a478dc77fb806e.jpg,640,640,ipad,416,0,547,119
talking_mov-0002_jpg.rf.65ed643ed30f440233a478dc77fb806e.jpg,640,640,person,150,172,624,639
talking_mov-0002_jpg.rf.65ed643ed30f440233a478dc77fb806e.jpg,640,640,person,26,209,56,266
Movie-on-11-01-25-at-1_21-PM_mov-0031_jpg.rf.646f0deb33946b82d1ee80c16eaba3b2.jpg,640,640,person,139,143,558,639
WIN_20250111_13_20_39_Pro_mp4-0019_jpg.rf.66623c8a4782435dd14ac24b5ff6f9fd.jpg,640,640,ipad,59,187,211,421
WIN_20250111_13_20_39_Pro_mp4-0019_jpg.rf.66623c8a4782435dd14ac24b5ff6f9fd.jpg,640,640,person,115,104,534,638
Movie-on-11-01-25-at-1_29-PM_mov-0000_jpg.rf.671c04198ad88e99169fc9158d89ba46.jpg,640,640,person,100,72,569,639
WIN_20250111_13_20_11_Pro_mp4-0036_jpg.rf.64c2f2de90e5597113e23e5d0c39bbf3.jpg,640,640,person,160,147,594,639
WIN_20250111_13_03_57_Pro_mp4-0010_jpg.rf.61144566415b6b81da944361ca3bc718.jpg,640,640,person,178,147,510,639
down_mov-0003_jpg.rf.5fb6150858e8ffa00076c802ce78e833.jpg,640,640,ipad,389,24,512,148
down_mov-0003_jpg.rf.5fb6150858e8ffa00076c802ce78e833.jpg,640,640,person,124,136,569,639
down_mov-0003_jpg.rf.5fb6150858e8ffa00076c802ce78e833.jpg,640,640,person,56,97,99,180
down_mov-0003_jpg.rf.5fb6150858e8ffa00076c802ce78e833.jpg,640,640,person,0,216,21,270
WIN_20250111_13_26_30_Pro_mp4-0009_jpg.rf.65feff1c7149809be482dfc7183b03a4.jpg,640,640,person,151,173,544,639
WIN_20250111_12_57_50_Pro_mp4-0008_jpg.rf.6626a4fae7135eb3d9a8fed76cd5cf9d.jpg,640,640,person,147,50,567,638
Movie-on-11-01-25-at-1_20-PM_mov-0018_jpg.rf.673c93c91627f98a07e42c3ec825c3ab.jpg,640,640,person,92,40,628,639
Movie-on-11-01-25-at-1_20-PM_mov-0018_jpg.rf.673c93c91627f98a07e42c3ec825c3ab.jpg,640,640,person,65,0,116,89
Movie-on-11-01-25-at-1_20-PM_mov-0018_jpg.rf.673c93c91627f98a07e42c3ec825c3ab.jpg,640,640,person,4,124,35,184
WIN_20250111_13_13_04_Pro_mp4-0007_jpg.rf.669c4dcaf2de1c25e8788bb01cb48481.jpg,640,640,person,105,0,532,638
WIN_20250111_13_13_04_Pro_mp4-0007_jpg.rf.669c4dcaf2de1c25e8788bb01cb48481.jpg,640,640,person,466,78,486,124
WIN_20250111_13_13_04_Pro_mp4-0007_jpg.rf.669c4dcaf2de1c25e8788bb01cb48481.jpg,640,640,person,442,72,464,128
Movie-on-11-01-25-at-1_29-PM_mov-0019_jpg.rf.66ed1abf6db254a5328c31a8a7438dc8.jpg,640,640,ipad,381,208,478,306
Movie-on-11-01-25-at-1_29-PM_mov-0019_jpg.rf.66ed1abf6db254a5328c31a8a7438dc8.jpg,640,640,person,113,127,560,639
WIN_20250111_13_22_25_Pro_mp4-0020_jpg.rf.66efef6a19101a00da0bccf0b5fca6d3.jpg,640,640,person,186,222,476,639
WIN_20250111_13_21_16_Pro_mp4-0018_jpg.rf.676ab7d034098b97222e06bb87a25bb5.jpg,640,640,ipad,59,186,210,420
WIN_20250111_13_21_16_Pro_mp4-0018_jpg.rf.676ab7d034098b97222e06bb87a25bb5.jpg,640,640,person,134,89,534,638
phone_mov-0030_jpg.rf.67a0a28e267203a798286ccc12e20725.jpg,640,640,phone,288,489,466,639
phone_mov-0030_jpg.rf.67a0a28e267203a798286ccc12e20725.jpg,640,640,person,80,0,635,639
phone_mov-0030_jpg.rf.67a0a28e267203a798286ccc12e20725.jpg,640,640,person,0,70,24,130
WIN_20250111_13_20_11_Pro_mp4-0005_jpg.rf.673cec337ac6497a34ffbf3240c51cc6.jpg,640,640,person,175,214,464,639
WIN_20250111_13_00_40_Pro_mp4-0004_jpg.rf.6722b90d80b99f750c041597eaa68e6e.jpg,640,640,person,142,38,597,639
WIN_20250111_13_13_04_Pro_mp4-0002_jpg.rf.68246872fd885b88e39fe12a8e736a1f.jpg,640,640,person,127,0,512,638
WIN_20250111_13_13_04_Pro_mp4-0002_jpg.rf.68246872fd885b88e39fe12a8e736a1f.jpg,640,640,person,466,87,486,131
up_mov-0009_jpg.rf.675254cc72db1f177cc785690714bf67.jpg,640,640,ipad,397,34,520,158
up_mov-0009_jpg.rf.675254cc72db1f177cc785690714bf67.jpg,640,640,person,133,175,582,639
up_mov-0009_jpg.rf.675254cc72db1f177cc785690714bf67.jpg,640,640,person,67,106,108,189
up_mov-0009_jpg.rf.675254cc72db1f177cc785690714bf67.jpg,640,640,person,3,222,33,278
WIN_20250111_12_57_50_Pro_mp4-0016_jpg.rf.67f559b7d4b2435efcc616c27be54d4c.jpg,640,640,person,150,55,566,638
Movie-on-11-01-25-at-1_27-PM_mov-0010_jpg.rf.6727a3e8902aa3e558b365a9ba7294e5.jpg,640,640,person,119,130,635,639
WIN_20250111_13_31_25_Pro_mp4-0026_jpg.rf.67dd871fd1019fffcd49aad25f602003.jpg,640,640,person,163,73,522,639
WIN_20250111_13_31_25_Pro_mp4-0026_jpg.rf.67dd871fd1019fffcd49aad25f602003.jpg,640,640,person,495,35,527,103
WIN_20250111_13_31_25_Pro_mp4-0026_jpg.rf.67dd871fd1019fffcd49aad25f602003.jpg,640,640,person,461,35,489,121
WIN_20250111_13_32_01_Pro_mp4-0001_jpg.rf.679b4de0319ce3dd577663891c8c237f.jpg,640,640,person,228,226,510,639
left_mov-0031_jpg.rf.6866f9bd777e6a25ad5af686f9d6c469.jpg,640,640,ipad,400,6,526,135
left_mov-0031_jpg.rf.6866f9bd777e6a25ad5af686f9d6c469.jpg,640,640,person,122,140,582,639
left_mov-0031_jpg.rf.6866f9bd777e6a25ad5af686f9d6c469.jpg,640,640,person,70,92,116,175
left_mov-0031_jpg.rf.6866f9bd777e6a25ad5af686f9d6c469.jpg,640,640,person,7,210,39,268
WIN_20250111_13_02_12_Pro_mp4-0012_jpg.rf.67a669d19ff5a857822a6d1533a99f15.jpg,640,640,book,541,0,629,199
WIN_20250111_13_02_12_Pro_mp4-0012_jpg.rf.67a669d19ff5a857822a6d1533a99f15.jpg,640,640,person,182,190,575,639
WIN_20250111_12_58_29_Pro_mp4-0024_jpg.rf.687397c72f39324d8800b3b8bfe352e5.jpg,640,640,person,140,60,550,638
WIN_20250111_13_01_19_Pro_mp4-0033_jpg.rf.699abe6b777eb4625320648013743071.jpg,640,640,person,145,56,573,638
WIN_20250111_13_25_03_Pro_mp4-0019_jpg.rf.6910b9bfdb065f656d0f5f236a185b31.jpg,640,640,phone,264,592,336,639
WIN_20250111_13_25_03_Pro_mp4-0019_jpg.rf.6910b9bfdb065f656d0f5f236a185b31.jpg,640,640,person,171,217,463,639
WIN_20250111_13_18_42_Pro_mp4-0014_jpg.rf.686901c1c363c068bc69be9da3f73c0a.jpg,640,640,ipad,59,188,211,421
WIN_20250111_13_18_42_Pro_mp4-0014_jpg.rf.686901c1c363c068bc69be9da3f73c0a.jpg,640,640,person,116,94,470,638
WIN_20250111_13_18_42_Pro_mp4-0014_jpg.rf.686901c1c363c068bc69be9da3f73c0a.jpg,640,640,person,371,0,607,638
writing_mov-0027_jpg.rf.692334fdf6f9402c2bc067b1dd4d0d87.jpg,640,640,book,29,558,384,639
writing_mov-0027_jpg.rf.692334fdf6f9402c2bc067b1dd4d0d87.jpg,640,640,phone,161,429,183,503
writing_mov-0027_jpg.rf.692334fdf6f9402c2bc067b1dd4d0d87.jpg,640,640,person,74,0,639,639
WIN_20250111_13_21_16_Pro_mp4-0014_jpg.rf.6899c1bd252f52821bbb1aaa16e314f7.jpg,640,640,ipad,59,187,211,421
WIN_20250111_13_21_16_Pro_mp4-0014_jpg.rf.6899c1bd252f52821bbb1aaa16e314f7.jpg,640,640,person,132,82,536,638
WIN_20250111_13_13_04_Pro_mp4-0017_jpg.rf.67a2f78c116cfa48eb361f02a1ce3d98.jpg,640,640,person,468,73,488,119
WIN_20250111_13_13_04_Pro_mp4-0017_jpg.rf.67a2f78c116cfa48eb361f02a1ce3d98.jpg,640,640,person,444,68,465,124
WIN_20250111_13_13_04_Pro_mp4-0017_jpg.rf.67a2f78c116cfa48eb361f02a1ce3d98.jpg,640,640,person,135,0,569,638
bottle_mov-0014_jpg.rf.6a02e7adea6100699e00679b5a32aa85.jpg,640,640,ipad,398,38,522,159
bottle_mov-0014_jpg.rf.6a02e7adea6100699e00679b5a32aa85.jpg,640,640,person,122,159,570,639
front_mov-0011_jpg.rf.687be13c9ef20123b9da40a45f905436.jpg,640,640,phone,399,19,526,146
front_mov-0011_jpg.rf.687be13c9ef20123b9da40a45f905436.jpg,640,640,person,128,133,585,639
front_mov-0011_jpg.rf.687be13c9ef20123b9da40a45f905436.jpg,640,640,person,66,103,108,187
front_mov-0011_jpg.rf.687be13c9ef20123b9da40a45f905436.jpg,640,640,person,1,221,31,278
WIN_20250111_13_35_12_Pro_mp4-0030_jpg.rf.686bdcd42a0ff8fd5318aba8ccbd3c7f.jpg,640,640,person,234,228,506,639
WIN_20250111_13_32_53_Pro_mp4-0004_jpg.rf.67cd9194335ba8d8a73ecb93fbc11ef9.jpg,640,640,ipad,59,187,211,421
WIN_20250111_13_32_53_Pro_mp4-0004_jpg.rf.67cd9194335ba8d8a73ecb93fbc11ef9.jpg,640,640,person,104,71,542,638
WIN_20250111_12_58_59_Pro_mp4-0003_jpg.rf.6a273d6be2ce09fed68126a492326be0.jpg,640,640,person,139,49,559,638
Movie-on-11-01-25-at-1_33-PM_mov-0017_jpg.rf.69343ef2edd82d5df55b8b120616830c.jpg,640,640,phone,403,0,528,49
Movie-on-11-01-25-at-1_33-PM_mov-0017_jpg.rf.69343ef2edd82d5df55b8b120616830c.jpg,640,640,person,46,51,617,639
Movie-on-11-01-25-at-1_20-PM_mov-0014_jpg.rf.6994aaf8d35ec831b4b7bdfa607bdb78.jpg,640,640,person,60,12,103,98
Movie-on-11-01-25-at-1_20-PM_mov-0014_jpg.rf.6994aaf8d35ec831b4b7bdfa607bdb78.jpg,640,640,person,0,133,29,193
Movie-on-11-01-25-at-1_20-PM_mov-0014_jpg.rf.6994aaf8d35ec831b4b7bdfa607bdb78.jpg,640,640,person,62,54,620,639
WIN_20250111_13_15_06_Pro_mp4-0001_jpg.rf.68e61a349ca5afc966e5c95414776629.jpg,640,640,ipad,2,1,638,637
WIN_20250111_13_15_06_Pro_mp4-0001_jpg.rf.68e61a349ca5afc966e5c95414776629.jpg,640,640,person,442,78,464,134
WIN_20250111_13_15_06_Pro_mp4-0001_jpg.rf.68e61a349ca5afc966e5c95414776629.jpg,640,640,person,465,84,485,128
phone_mov-0004_jpg.rf.695b9a707a37e3fa38ef48ea04576d33.jpg,640,640,phone,337,411,498,639
phone_mov-0004_jpg.rf.695b9a707a37e3fa38ef48ea04576d33.jpg,640,640,person,86,15,622,639
phone_mov-0004_jpg.rf.695b9a707a37e3fa38ef48ea04576d33.jpg,640,640,person,55,0,103,65
book_mov-0001_jpg.rf.6a27daff508f18dce361ff92cb07bd4e.jpg,640,640,book,383,322,640,639
Movie-on-11-01-25-at-1_30-PM_mov-0018_jpg.rf.6a9e12325b0478c459e602f36cc8c029.jpg,640,640,book,0,6,109,191
Movie-on-11-01-25-at-1_30-PM_mov-0018_jpg.rf.6a9e12325b0478c459e602f36cc8c029.jpg,640,640,person,0,525,87,639
WIN_20250111_13_12_54_Pro_mp4-0023_jpg.rf.69727db913647a65873682f638779c36.jpg,640,640,book,60,187,210,421
WIN_20250111_13_12_54_Pro_mp4-0023_jpg.rf.69727db913647a65873682f638779c36.jpg,640,640,person,148,104,514,639
front_mov-0031_jpg.rf.6a54c2da0df90b39a599d2e72edddfab.jpg,640,640,phone,398,23,524,150
front_mov-0031_jpg.rf.6a54c2da0df90b39a599d2e72edddfab.jpg,640,640,person,131,137,581,639
front_mov-0031_jpg.rf.6a54c2da0df90b39a599d2e72edddfab.jpg,640,640,person,65,106,114,190
front_mov-0031_jpg.rf.6a54c2da0df90b39a599d2e72edddfab.jpg,640,640,person,0,225,31,282
WIN_20250111_12_57_50_Pro_mp4-0003_jpg.rf.6ac09d7fda0450d8bf9fbb7632e21114.jpg,640,640,book,531,0,623,182
WIN_20250111_12_57_50_Pro_mp4-0003_jpg.rf.6ac09d7fda0450d8bf9fbb7632e21114.jpg,640,640,person,139,69,545,639
