filename,width,height,class,xmin,ymin,xmax,ymax
Movie-on-07-03-25-at-9_21-PM_mov-0109_jpg.rf.85cda3fb108ffe784c2aeb4cb1cef4a9.jpg,640,640,mobile phone,44,458,289,638
Movie-on-07-03-25-at-9_21-PM_mov-0063_jpg.rf.791a2034063910c47f5bb8d4cc216d75.jpg,640,640,mobile phone,251,214,299,503
Movie-on-07-03-25-at-9_21-PM_mov-0116_jpg.rf.980ada2ffa537bf3673d9c3bdaf46763.jpg,640,640,mobile phone,221,404,381,638
Movie-on-07-03-25-at-9_21-PM_mov-0056_jpg.rf.7521a230181f6806a1b2f1015fca3e2e.jpg,640,640,mobile phone,256,233,345,514
Movie-on-07-03-25-at-9_21-PM_mov-0083_jpg.rf.98d0341487d2455d16cc1cc186ab651e.jpg,640,640,mobile phone,232,218,320,461
Movie-on-07-03-25-at-9_21-PM_mov-0051_jpg.rf.7d661a94743cedeeb924c09c8e2da7bc.jpg,640,640,mobile phone,255,224,292,484
Movie-on-07-03-25-at-9_21-PM_mov-0098_jpg.rf.8825d83f5af6b486991d782b131e4d21.jpg,640,640,mobile phone,6,350,249,638
Movie-on-07-03-25-at-9_21-PM_mov-0035_jpg.rf.97c395a693c1daf8d659790f89a16f6b.jpg,640,640,mobile phone,254,233,282,486
Movie-on-07-03-25-at-9_21-PM_mov-0073_jpg.rf.9faad4f5827ba2d643cb7ef330cb2201.jpg,640,640,mobile phone,242,228,298,472

Movie-on-07-03-25-at-9_21-PM_mov-0053_jpg.rf.b2bfaeb5fa32a02445d311870788d21f.jpg,640,640,mobile phone,305,386,515,626

Movie-on-07-03-25-at-9_21-PM_mov-0050_jpg.rf.acab8a7410627e44a2c2512053b26876.jpg,640,640,mobile phone,253,225,291,483
Movie-on-07-03-25-at-9_21-PM_mov-0091_jpg.rf.a501f6f20c2e57a0596b52ad54042bc1.jpg,640,640,mobile phone,184,214,280,447
Movie-on-07-03-25-at-9_21-PM_mov-0069_jpg.rf.9fb3b85768523fc20b86daa00fa26b18.jpg,640,640,mobile phone,208,216,286,444
Movie-on-07-03-25-at-9_21-PM_mov-0008_jpg.rf.cc85615907342402830ea366ae9f1614.jpg,640,640,mobile phone,247,236,283,455
Movie-on-07-03-25-at-9_21-PM_mov-0099_jpg.rf.afebf6ec015af426e5438a03061853ba.jpg,640,640,mobile phone,96,359,306,638
Movie-on-07-03-25-at-9_21-PM_mov-0037_jpg.rf.b99297349d4e67a2dd2a3f52faf1c2b1.jpg,640,640,mobile phone,255,232,276,466
Movie-on-07-03-25-at-9_21-PM_mov-0000_jpg.rf.d21ce8c615e88611b5c8b554d4a52ddf.jpg,640,640,mobile phone,0,476,23,632

Movie-on-07-03-25-at-9_21-PM_mov-0034_jpg.rf.d162d3ed4b623991d26217d7d1ec9d1b.jpg,640,640,mobile phone,254,232,283,484
Movie-on-07-03-25-at-9_21-PM_mov-0117_jpg.rf.d47960d656f8608994f5d3a093bf78f9.jpg,640,640,mobile phone,205,548,400,638
Movie-on-07-03-25-at-9_21-PM_mov-0059_jpg.rf.c3446c9c7384e2595b61222ab6f2533a.jpg,640,640,mobile phone,221,212,282,470
Movie-on-07-03-25-at-9_21-PM_mov-0045_jpg.rf.d2acc6d32e7adf2562a26bb581b3043b.jpg,640,640,mobile phone,252,224,294,484
Movie-on-07-03-25-at-9_21-PM_mov-0006_jpg.rf.d38ac0337997a30e318e6007566ba315.jpg,640,640,mobile phone,261,228,332,443
Movie-on-07-03-25-at-9_21-PM_mov-0077_jpg.rf.b1fe0ed0d056eb05d994368d88f61932.jpg,640,640,mobile phone,223,212,271,459
Movie-on-07-03-25-at-9_21-PM_mov-0115_jpg.rf.cc608994e84b3d38f358d1eb8c5b64c1.jpg,640,640,mobile phone,195,335,318,632
Movie-on-07-03-25-at-9_21-PM_mov-0086_jpg.rf.c1a24c98fcf70b97c43193553b572603.jpg,640,640,mobile phone,206,203,275,430
Movie-on-07-03-25-at-9_21-PM_mov-0111_jpg.rf.b3084c4acc79e18270f9cc736bdb7c9a.jpg,640,640,mobile phone,134,264,300,631
Movie-on-07-03-25-at-9_21-PM_mov-0079_jpg.rf.d933d6c6e4cff1d69c538208e33ae127.jpg,640,640,mobile phone,193,237,258,454

Movie-on-07-03-25-at-9_21-PM_mov-0066_jpg.rf.bf18858ed19f1cd59580440c1e394457.jpg,640,640,mobile phone,241,234,391,501
Movie-on-07-03-25-at-9_21-PM_mov-0038_jpg.rf.c153fc4ce68d8f5c2de29381adad6a17.jpg,640,640,mobile phone,256,225,287,477
Movie-on-07-03-25-at-9_21-PM_mov-0100_jpg.rf.d30d382df86d3ceed9d4257755677c03.jpg,640,640,mobile phone,271,489,455,638
Movie-on-07-03-25-at-9_21-PM_mov-0114_jpg.rf.be866c738f93ee08b8d2dc69ff96a66b.jpg,640,640,mobile phone,217,398,389,638

Movie-on-07-03-25-at-9_21-PM_mov-0120_jpg.rf.db4496ee6fba2d91720dc087d0dbdeed.jpg,640,640,mobile phone,443,381,620,638
Movie-on-07-03-25-at-9_21-PM_mov-0110_jpg.rf.c15f4d22e718dc72e523eff49568f4e8.jpg,640,640,mobile phone,17,398,335,639
Movie-on-07-03-25-at-9_21-PM_mov-0113_jpg.rf.e9c306749c6d56369796bd8b5a4cc544.jpg,640,640,mobile phone,130,590,345,639
Movie-on-07-03-25-at-9_21-PM_mov-0076_jpg.rf.d9b8f8e0077c805b8a8bd3461554c11b.jpg,640,640,mobile phone,226,211,271,455
Movie-on-07-03-25-at-9_21-PM_mov-0065_jpg.rf.f01449c61403bf00e0d76733e6ddaffd.jpg,640,640,mobile phone,219,214,308,486
Movie-on-07-03-25-at-9_21-PM_mov-0081_jpg.rf.ea5ca55f1b3a838bcaa72bf8c3e81e8c.jpg,640,640,mobile phone,227,224,260,471
Movie-on-07-03-25-at-9_21-PM_mov-0047_jpg.rf.d48f051e5611aa9543c15a047ff58a4e.jpg,640,640,mobile phone,256,223,296,485
Movie-on-07-03-25-at-9_21-PM_mov-0078_jpg.rf.e22e15276955ee832e67b13c288cec5a.jpg,640,640,mobile phone,195,224,253,454
Movie-on-07-03-25-at-9_21-PM_mov-0105_jpg.rf.ed7f51acf6befcbf494f22502af0f48f.jpg,640,640,mobile phone,130,419,336,639
Movie-on-07-03-25-at-9_21-PM_mov-0102_jpg.rf.f834bebcd8f00e774f22dc6d7beefcea.jpg,640,640,mobile phone,158,507,370,638
Movie-on-07-03-25-at-9_21-PM_mov-0090_jpg.rf.fd818d69a9e82451254f77cf90298968.jpg,640,640,mobile phone,238,221,327,435

Movie-on-07-03-25-at-9_21-PM_mov-0093_jpg.rf.db5a1db3a5d82e16880acd188a6f42de.jpg,640,640,mobile phone,247,231,310,491
Movie-on-07-03-25-at-9_21-PM_mov-0011_jpg.rf.f9b3d699c4f3072ea021b1caa3ddf197.jpg,640,640,mobile phone,274,215,327,487
Movie-on-07-03-25-at-9_21-PM_mov-0004_jpg.rf.f8f6d4e6043900cb2ee7139c75771b9a.jpg,640,640,mobile phone,275,238,368,500
Movie-on-07-03-25-at-9_21-PM_mov-0042_jpg.rf.e1bd38f64ffab63e05f7cc69be4d654a.jpg,640,640,mobile phone,246,230,290,482
Movie-on-07-03-25-at-9_21-PM_mov-0085_jpg.rf.ff0487a8e7edf8f751bddaf1d9aec6c6.jpg,640,640,mobile phone,206,209,272,430
Movie-on-07-03-25-at-9_21-PM_mov-0061_jpg.rf.eef50cbaadd913e5d2a954267095ea85.jpg,640,640,mobile phone,218,210,279,475
Movie-on-07-03-25-at-9_21-PM_mov-0095_jpg.rf.f56d836ff4e812d6192d12635d241044.jpg,640,640,mobile phone,236,188,288,485
Movie-on-07-03-25-at-9_21-PM_mov-0121_jpg.rf.ea8600500b24bbf9dcf1a1ffd5d8f2cd.jpg,640,640,mobile phone,485,416,639,639
Movie-on-07-03-25-at-9_21-PM_mov-0029_jpg.rf.f715c513d224804cbc3272f0872d0be5.jpg,640,640,mobile phone,244,225,312,466
Movie-on-07-03-25-at-9_21-PM_mov-0009_jpg.rf.9bf9196b5db5540190f99bc14feb15bf.jpg,640,640,mobile phone,262,220,310,482
